team,year,region,seed,play-in,rd_1,rd_2,rd_3,rd_4,rd_5,rd_6,TPPG,TPPG_last3,FGPG,FGPG_last3,FTAPG,FTAPG_last3,FTMPP,FTMPP_last3,ORP,ORP_last3,ORPG,ORPG_last3,DRP,DRP_last3,DRPG,DRPG_last3,APG,APG_last3,FPG,FPG_last3,ASM,ASM_last3,ATR,ATR_last3,OE,OE_last3,DE,DE_last3
Marquette,2013,east,3,NA,1,1,1,0,0,0,4.3,4.3,24.5,25.3,21.7,16.7,23.706,14.315,0.362,0.409,10.1,12.7,0.683,0.642,21.7,20.3,14.4,11,16.9,16,6.3,0,1.054,0.673,1.041,0.958,0.947,0.958
Syracuse,2013,east,4,NA,1,1,1,1,0,0,6.1,9.3,25.7,20.3,20.6,18.3,20.436,16.156,0.386,0.34,12.5,10.7,0.676,0.6,22.1,19,14.4,12,16.2,18.7,11.3,-3.7,1.14,0.818,1.048,0.943,0.882,1.001
UNLV,2013,east,5,NA,0,0,0,0,0,0,6.5,8,24.9,23.7,20.8,18,20.841,18.324,0.324,0.253,10.4,7.7,0.747,0.802,26.2,24.3,16,12,16.9,14.7,7.5,6.3,1.138,1.125,1.006,1.005,0.9,0.911
Butler,2013,east,6,NA,1,0,0,0,0,0,6.5,6,23.9,24.3,20.3,14.7,21.184,17.095,0.346,0.315,10.1,9.3,0.755,0.798,23.8,25,12.9,12,18,17,4.9,2,0.968,0.857,1.035,0.996,0.961,0.965
Illinois,2013,east,7,NA,1,0,0,0,0,0,7.7,6,23.9,19,18.1,14.7,19.395,20.062,0.322,0.275,10.5,10,0.68,0.6,20,13,10.2,6.7,18.2,18,3.2,-9,0.884,0.667,1.019,0.898,0.972,1.04
NC State,2013,east,8,NA,0,0,0,0,0,0,5.3,6.7,28.1,26.7,23.4,22.3,22.696,22.253,0.334,0.279,10,8,0.689,0.789,24,25,14.6,16,15.3,15.7,7.5,8.7,1.183,1.333,1.1,1.093,0.994,0.968
Temple,2013,east,9,NA,1,0,0,0,0,0,7.3,6.7,25.2,25,20.8,25,21.79,29.223,0.295,0.306,9.8,10,0.696,0.649,21.7,20.3,14.9,14,16.4,16,4.7,7.3,1.356,1.235,1.05,1.093,0.983,0.99
Colorado,2013,east,10,NA,0,0,0,0,0,0,5.4,6,23.7,21.7,22.5,23.7,22.561,26.296,0.321,0.356,10.1,12,0.711,0.651,24.3,18.7,10,10.3,15.8,17,4.4,-3.3,0.757,0.886,1,0.997,0.936,1.047
Bucknell,2013,east,11,NA,0,0,0,0,0,0,4.6,2.7,24.1,21.3,19.3,25,22.639,34.915,0.294,0.345,8.2,9.7,0.787,0.782,25.6,22.7,13.4,10.7,14.7,15,9.6,10.7,1.419,1.778,1.055,1.091,0.905,0.917
California,2013,east,12,NA,1,0,0,0,0,0,4,3.3,25.3,25.7,17.7,14,18.955,18.77,0.312,0.349,9.6,10,0.707,0.727,24.9,24,14.1,10.7,16.2,17.7,3.2,-2.3,1.121,0.865,0.995,1.02,0.948,1.055
Montana,2013,east,13,NA,0,0,0,0,0,0,6.8,6.3,23.9,24,20.9,18,24.141,19.405,0.231,0.238,6.3,6.7,0.709,0.693,22.1,23.3,12.6,11.3,17.1,14.3,4.8,10,1.02,1.03,1.063,1.049,0.991,0.892
Davidson,2013,east,14,NA,0,0,0,0,0,0,7.5,8.3,24.6,27,20.6,18,24.896,19.687,0.278,0.192,7.9,4.7,0.743,0.753,23.1,23.3,13.8,16.7,17.6,17,11.1,16.3,1.25,1.724,1.105,1.166,0.937,0.912
Pacific,2013,east,15,NA,0,0,0,0,0,0,6.5,5.7,23.2,21.3,19.9,22.3,21.65,25.089,0.284,0.345,8.5,9.7,0.701,0.69,20.7,19.3,14.3,11,18.3,15.7,1.8,4.7,1.279,1.269,1.038,1.059,1.01,0.981
James Mad,2013,east,16,1,0,0,0,0,0,0,5.7,5,22.5,24,20.5,21,21.701,20.36,0.27,0.273,8.6,8,0.713,0.736,21.1,21.3,11.7,10,17.1,17,0.8,6.3,1.05,0.882,0.983,0.993,0.971,0.899
Louisville,2013,midwest,1,NA,1,1,1,1,1,1,5.8,7.7,25.9,23.7,22.5,25.3,23.171,26.592,0.379,0.352,12.6,10.3,0.693,0.649,23.1,20.3,15,16,17.7,19.7,15.6,16,1.186,1.143,1.063,1.049,0.838,0.822
Duke,2013,midwest,2,NA,1,1,1,0,0,0,7.8,7,27.3,28,21.7,15.3,22.693,20.256,0.281,0.326,8.6,9.3,0.685,0.657,22.9,21.7,14.7,13,17.7,15,12.9,11.7,1.371,1.625,1.121,1.184,0.937,1.002
Michigan St,2013,midwest,3,NA,1,0,0,0,0,0,5,5,24.4,22.3,19.4,17,21.045,21.673,0.338,0.364,10,9.3,0.735,0.704,23.7,19,13.1,12,16,12,8.1,3.3,0.995,0.973,1.031,1.045,0.907,0.989
Saint Louis,2013,midwest,4,NA,1,0,0,0,0,0,6.2,5.7,23.3,23.7,22.8,27,24.321,27.803,0.261,0.242,7.7,7.3,0.737,0.728,22.2,25,12.9,13.3,17.2,16,10.7,17.3,1.141,1.053,1.037,1.04,0.876,0.791
Oklahoma St,2013,midwest,5,NA,0,0,0,0,0,0,5.6,4.3,24.8,21.7,23,27.7,24.67,31.787,0.305,0.291,9.7,8.3,0.713,0.651,24.2,23.7,12.1,10.3,17.9,19,9.5,-1,0.972,0.912,1.035,1.028,0.899,1.043
Memphis,2013,midwest,6,NA,1,0,0,0,0,0,6.2,9.7,27.6,32,21.9,20,20.218,15.861,0.35,0.304,10.8,10.3,0.721,0.718,24.2,26.3,17.2,19,18.1,18.7,10.7,12,1.177,1.629,1.053,1.132,0.905,0.974
Creighton,2013,midwest,7,NA,1,0,0,0,0,0,8.8,8,26.7,22.3,17.7,17.7,20.029,20.993,0.284,0.32,7.6,8,0.751,0.696,25.5,26,17.2,15.3,16.2,16,12.3,12,1.4,1.15,1.138,1.06,0.953,0.867
Colorado St,2013,midwest,8,NA,1,0,0,0,0,0,5.1,3.7,24.9,23,24.4,28.7,26.343,29.679,0.412,0.394,13.1,12.3,0.785,0.772,24.5,20.3,12.8,11.3,17,20,8.7,2.3,1.199,1.097,1.103,1.034,0.97,0.999
Missouri,2013,midwest,9,NA,0,0,0,0,0,0,6.3,5.3,27.3,23,20.8,16.3,21.87,16.09,0.393,0.344,12.3,10.7,0.74,0.664,25.9,25.7,13.9,13.7,16.5,17.7,10.1,2.7,1.05,0.953,1.083,0.935,0.94,0.895
Cincinnati,2013,midwest,10,NA,0,0,0,0,0,0,6.8,6,23.2,18.7,20.8,16.3,20.057,19.782,0.38,0.382,12.6,9.7,0.72,0.691,23.9,22.3,12.2,10,17.7,18,7.9,2,0.953,0.75,0.989,0.933,0.872,0.899
Mt St Marys,2013,midwest,11,1,0,0,0,0,0,0,8.6,8,24.3,23,18.1,21,18.206,25.115,0.273,0.316,8.8,10,0.683,0.663,18.4,21,12.2,10.7,19.5,16.7,-1.8,-2,0.977,0.889,1.009,1.034,1.034,1.063
Oregon,2013,midwest,12,NA,1,1,0,0,0,0,5,6,25.5,26.3,22.2,20,22.066,21.232,0.349,0.315,11,9.3,0.747,0.71,23.9,23.7,13,13,17.4,14.3,8.1,10.3,0.87,1,1.004,1.025,0.89,0.882
N Mex State,2013,midwest,13,NA,0,0,0,0,0,0,4,4,23.8,23.7,24.8,28.7,24.293,25.387,0.358,0.287,10.7,7.7,0.723,0.778,24.1,25.7,11.5,6.7,15.2,16,5.2,11.3,0.797,0.606,1.013,1.052,0.936,0.876
Valparaiso,2013,midwest,14,NA,0,0,0,0,0,0,7.4,7.3,24.2,24.7,21.1,17.7,23.144,19.642,0.296,0.203,7.7,4.3,0.744,0.716,22.2,19.3,13.9,13,17.5,14,8.9,9.3,0.927,0.907,1.065,1.099,0.933,0.95
Albany,2013,midwest,15,NA,0,0,0,0,0,0,6,5,21.8,19.3,20.1,15.3,22.854,18.761,0.291,0.271,8,7.7,0.728,0.674,21.6,19.3,11.2,9,16,16,4.1,2.3,0.835,0.794,0.997,0.932,0.933,0.893
NC A&T,2013,midwest,16,1,0,0,0,0,0,0,5.8,5,20.6,22,22.4,24.3,21.451,23.285,0.289,0.265,9.3,7.3,0.684,0.676,22.6,24.3,10.9,9.3,19.4,22,0.2,7.3,0.725,0.583,0.899,0.931,0.896,0.827
Kansas,2013,south,1,NA,1,1,0,0,0,0,6,7,26.6,30,22,19,23.04,22.628,0.331,0.356,9.9,8.7,0.73,0.735,26.6,24,15.6,19.3,16.9,13.3,13.9,19.7,1.144,1.234,1.078,1.174,0.879,0.896
Georgetown,2013,south,2,NA,0,0,0,0,0,0,5.9,6.7,23,20.7,18.7,16.7,19.697,19.041,0.293,0.329,8,8.3,0.712,0.726,22.2,20.3,14.6,13,16.8,17,8.8,12.7,1.15,1.3,1.001,0.997,0.864,0.784
Florida,2013,south,3,NA,1,1,1,0,0,0,8.3,6.3,26.3,24.7,15.9,16.7,17.062,16.393,0.337,0.33,9.4,10,0.739,0.747,22.8,24.7,15,11.3,14.2,16.7,18.6,9.3,1.356,1.062,1.125,1.047,0.834,0.899
Michigan,2013,south,4,NA,1,1,1,1,1,0,7.3,6.3,27.7,26.3,16.5,17.7,17.855,17.856,0.301,0.284,9,9.7,0.716,0.646,23,21.3,14.1,10.7,13.1,14.7,11.4,2.3,1.532,1.524,1.133,1.056,0.959,1.022
VCU,2013,south,5,NA,1,0,0,0,0,0,8.1,9,28.3,28,19,14.7,18.812,15.467,0.371,0.284,12.7,9.7,0.676,0.678,19.9,20.3,15,16,19.8,22.7,13.1,1.3,1.269,1.333,1.1,1.042,0.915,1.024
UCLA,2013,south,6,NA,0,0,0,0,0,0,4.9,4.7,27.7,26,20,20,20.067,21.619,0.28,0.287,9.2,9.7,0.676,0.705,24.4,20.7,16.1,10,14.9,14.3,5.8,-0.7,1.46,1.2,1.036,1.033,0.956,1.043
San Diego St,2013,south,7,NA,1,0,0,0,0,0,5.9,4.7,24.3,21,20.2,20.3,20.384,23.112,0.305,0.216,9.7,7.3,0.732,0.758,24.1,24,12,10.3,15.2,17.7,7.1,-2.7,1.008,0.939,1.006,0.905,0.901,0.944
N Carolina,2013,south,8,NA,1,0,0,0,0,0,7.2,6,28.3,26.3,18.3,17,16.677,19.22,0.332,0.313,12.1,10.3,0.703,0.674,23.8,19.3,17,14,14.8,15.7,7.6,2.7,1.376,1.68,1.037,1.06,0.933,1.02
Villanova,2013,south,9,NA,0,0,0,0,0,0,6.1,3.3,21.2,19.7,26.3,27,27.088,28.113,0.313,0.329,9.5,8.3,0.729,0.667,23.4,19.3,12.3,11,19,15.3,2.5,1.3,0.786,0.559,0.963,0.881,0.927,0.862
Oklahoma,2013,south,10,NA,0,0,0,0,0,0,5,4.3,25.2,24.7,20.8,24,22.968,28.017,0.322,0.393,10.3,14,0.706,0.649,23.4,16.7,12.4,11,17.3,16.3,4.9,1,1.046,1.375,1.031,1.1,0.96,1.085
Minnesota,2013,south,11,NA,1,0,0,0,0,0,5.2,6,23.9,20.3,22.6,16.3,23.544,17.987,0.433,0.373,12.9,10.3,0.706,0.714,22.7,21.7,14.8,12.3,17.5,16.7,6.8,-6.7,1.07,0.902,1.042,0.943,0.939,1.052
Akron,2013,south,12,NA,0,0,0,0,0,0,6.9,4.7,25.8,23.3,20.9,23.3,19.458,17.885,0.367,0.364,11.4,13,0.724,0.796,23.5,24.7,15,12.7,18,19.3,9.7,6,1.092,0.927,1.041,0.923,0.901,0.836
S Dakota St,2013,south,13,NA,0,0,0,0,0,0,7.8,5.7,25.3,24.3,18.3,18.3,21.532,27.59,0.277,0.262,8.2,5.7,0.755,0.85,23.5,22.7,13.9,12.7,14.3,11.3,6.3,13,1.318,1.52,1.105,1.213,1.009,0.989
NW State,2013,south,14,NA,0,0,0,0,0,0,5.7,5.3,27.4,24.3,25.1,21.3,23.11,23.72,0.341,0.341,12.2,10.3,0.636,0.684,22.6,21.7,14.6,11.7,19.9,16,5.5,5.3,1.045,1.167,1.039,1.091,0.966,1.007
Fla Gulf Cst,2013,south,15,NA,1,1,0,0,0,0,6.6,6,26.2,27.3,19.8,23.3,18.618,24.035,0.329,0.354,10.6,11.7,0.688,0.679,23,24.7,13.7,11.7,17.6,15.3,5,12.3,0.936,1.207,1.014,1.098,0.944,0.924
W Kentucky,2013,south,16,NA,0,0,0,0,0,0,6.5,5,23.3,21.3,20.5,19.3,20.425,20.868,0.344,0.256,11,7.7,0.707,0.677,22.6,21.7,11.3,7.3,18.9,22.3,0.7,2.3,0.748,0.537,0.982,0.919,0.971,0.884
Gonzaga,2013,west,1,NA,1,0,0,0,0,0,6.2,5,27.3,25.3,22.4,21.3,23.917,24.042,0.37,0.358,10.2,9.7,0.727,0.717,23.8,27,14.8,14.7,15.9,13.3,17.3,20.3,1.331,1.692,1.15,1.133,0.891,0.807
Ohio State,2013,west,2,NA,1,1,1,0,0,0,6.2,6.7,25.2,24.3,19.1,17,20.212,18.362,0.313,0.247,9.5,6.3,0.746,0.719,23.8,23,13.5,16,15.7,11.7,11.5,12.3,1.267,1.548,1.069,1.08,0.893,0.88
New Mexico,2013,west,3,NA,0,0,0,0,0,0,6.4,6.7,22,20.3,23.7,19.3,25.729,22.176,0.274,0.253,8.2,7,0.732,0.72,24.3,25.7,14.6,14.3,15.3,13,7,10,1.265,1.536,1.015,1.009,0.91,0.843
Kansas St,2013,west,4,NA,0,0,0,0,0,0,6.8,7.3,24.7,21.7,18.2,18,19.274,19.073,0.376,0.365,12.2,12.7,0.676,0.624,20.2,21,16,10.7,18.3,15.7,7.3,4,1.379,1.032,1.058,0.996,0.946,0.932
Wisconsin,2013,west,5,NA,0,0,0,0,0,0,7.5,7.3,23.9,23,17,18,16.89,20.102,0.32,0.239,10.6,7,0.763,0.756,24.3,22.7,13.5,13.7,14,14,10.1,8,1.375,1.281,1.037,1.026,0.878,0.902
Arizona,2013,west,6,NA,1,1,0,0,0,0,7.7,8,25,25.7,20.8,15.3,22.591,19.088,0.343,0.357,9.9,10,0.753,0.742,23.3,22,13.8,14.7,16.3,17,9.6,7.7,1.057,1.257,1.064,1.085,0.925,0.969
Notre Dame,2013,west,7,NA,0,0,0,0,0,0,6.6,8,25.6,21.7,17.8,18.3,19.23,22.72,0.315,0.302,9.3,8.7,0.725,0.685,23.6,21,17,12.3,14.2,18.3,7.2,1.3,1.537,1.156,1.075,1.005,0.964,0.985
Pittsburgh,2013,west,8,NA,0,0,0,0,0,0,5.1,7.3,25.6,26,20.2,17.3,21.488,18.957,0.401,0.427,11.7,11.7,0.728,0.774,21.1,21.7,16.5,16.3,17.1,18,14.2,7,1.511,1.225,1.115,1.154,0.889,1.04
Wichita St,2013,west,9,NA,1,1,1,1,0,0,6.6,5.3,24.6,24,19.9,19.7,20.596,21.318,0.379,0.473,11.6,17.3,0.772,0.747,23.4,23.7,13.8,10.7,17.7,17,8.7,7.3,1.078,1.067,1.046,1.066,0.914,0.949
Iowa State,2013,west,10,NA,1,0,0,0,0,0,9.8,10,27.6,26,20,18.3,20.121,19.911,0.328,0.292,10.8,8.7,0.729,0.74,25.2,25.7,16,14,17,16,8.4,0.3,1.203,0.955,1.095,1.06,0.979,1.056
Belmont,2013,west,11,NA,0,0,0,0,0,0,8.3,4.7,27.6,27,18.1,22.7,19.104,26.048,0.283,0.284,8,7.7,0.675,0.617,21.7,16.7,15.8,14.3,18.2,16.3,12.3,6,1.165,1.194,1.102,1.109,0.926,1.023
Mississippi,2013,west,12,NA,1,0,0,0,0,0,6.9,4.7,27.2,25.7,24.8,24.3,22.944,20.114,0.316,0.267,11.2,9.3,0.706,0.75,23.7,25,12.6,9.7,17,13.3,10.8,9.3,1.116,1.16,1.06,1.025,0.913,0.888
La Salle,2013,west,13,1,1,1,0,0,0,0,7.6,7,25.7,23.7,18.1,16.7,19.393,16.613,0.281,0.2,8.9,5.7,0.688,0.613,20.1,15.3,14.4,12,15.3,15,6.5,-7,1.228,1,1.051,0.987,0.957,1.092
Harvard,2013,west,14,NA,1,0,0,0,0,0,6.4,7.3,22.7,19,23.7,26.7,25.979,31.214,0.239,0.194,5.9,4.7,0.701,0.682,20.6,20,13,10.3,15.1,13.7,4.7,3.7,0.951,0.969,1.044,1.057,0.973,0.997
Iona,2013,west,15,NA,0,0,0,0,0,0,8.4,5,28.3,24.3,20.2,26.3,21.367,32.424,0.315,0.375,9.9,9,0.678,0.729,22.2,20.7,15.5,12,17.1,16,4.9,4.3,1.269,0.947,1.094,1.103,1.027,1.04
Southern,2013,west,16,NA,0,0,0,0,0,0,6.6,5.3,22.7,19.3,21.3,23.7,21.994,25.729,0.242,0.222,7.2,6.7,0.714,0.714,24.1,25,10.8,10,17.4,16,8.2,12,1.02,1.579,0.999,0.996,0.877,0.794
Virginia,2014,east,1,NA,1,1,0,0,0,0,5.5,5,23.1,22,21.1,17,22.408,20.144,0.326,0.256,9.1,6.7,0.771,0.72,23.3,18,13.2,11.7,16,17,10.7,3.3,1.289,1.167,1.053,1.002,0.881,0.947
Villanova,2014,east,2,NA,1,0,0,0,0,0,9,6.7,25.8,24,25.3,27.3,25.486,25.909,0.325,0.272,9.9,8.3,0.748,0.847,24.2,24,15.6,13.7,19.7,18.3,11.9,8,1.323,1.414,1.112,1.061,0.943,0.943
Iowa State,2014,east,3,NA,1,1,0,0,0,0,8.3,9,29.3,30.3,23.1,22.3,21.455,23.164,0.263,0.315,8.8,9.3,0.737,0.771,27.3,24.7,18.5,18,17.4,17.3,9,8.7,1.759,1.543,1.109,1.2,0.989,1.079
Michigan St,2014,east,4,NA,1,1,1,0,0,0,8.2,8.3,27.3,26.7,19.4,16,19.477,16.84,0.321,0.384,9.8,11,0.759,0.792,24.8,20.3,17.1,15.7,18.9,18.3,10.5,7.3,1.488,1.382,1.11,1.142,0.957,1.026
Cincinnati,2014,east,5,NA,0,0,0,0,0,0,5.8,6.3,23.8,23,21.7,17,23.494,15.86,0.381,0.308,11.8,9.3,0.708,0.67,21,21,12.7,13.3,17.4,15.7,10.4,1.7,1.148,1.176,1.049,0.989,0.89,0.962
N Carolina,2014,east,6,NA,1,0,0,0,0,0,4.2,4,27.7,27,26.7,24.3,23.122,21.298,0.36,0.25,12.4,8,0.71,0.667,24.5,20,15.6,13.7,20.3,23.3,7.2,-5,1.294,1.171,1.057,1.036,0.957,1.107
Connecticut,2014,east,7,NA,1,1,1,1,1,1,7.1,7,24.4,23,21,14.7,23.438,16.75,0.296,0.315,8.5,7.7,0.688,0.633,22.9,23,12.6,13,18.2,18.3,8.7,3.7,1.076,0.907,1.054,1,0.926,0.942
Memphis,2014,east,8,NA,1,0,0,0,0,0,5.4,6.7,28,23,23.6,25.7,21.108,21.316,0.347,0.33,10.9,11,0.69,0.731,23,19,17,13.3,18,17,6.7,-7.7,1.27,0.909,1.054,0.945,0.962,1.052
Geo Wshgtn,2014,east,9,NA,0,0,0,0,0,0,5.8,6.7,25.4,24.3,25.7,24,23.984,21.21,0.336,0.215,10.5,6.7,0.706,0.618,24.1,21,14.2,14.3,18,17.3,6.5,-2.7,1.084,1.103,1.051,1.012,0.958,1.051
St Josephs,2014,east,10,NA,0,0,0,0,0,0,7.4,7.3,24.7,22,22.9,25,21.824,22.947,0.286,0.24,8.7,8.3,0.749,0.792,24.1,26.7,14.1,13.7,15.9,17.7,4.3,4.7,1.142,1.206,1.057,0.998,0.993,0.928
Providence,2014,east,11,NA,0,0,0,0,0,0,6.3,6,24.1,22.7,23.8,30.3,27.057,35.28,0.339,0.346,10.8,12,0.724,0.765,23.1,25,13.6,10.7,17.3,17,3.7,6,1.172,1.143,1.064,1.129,1.01,1.038
Harvard,2014,east,12,NA,1,0,0,0,0,0,5.8,6.7,24.7,28.7,25.2,27,27.195,26.781,0.313,0.229,8.9,6.3,0.748,0.8,22.1,24,14.3,16.7,17.9,18.7,12.1,16.7,1.239,1.786,1.089,1.186,0.909,0.947
Delaware,2014,east,13,NA,0,0,0,0,0,0,7.2,6,26.9,28.3,26.1,25.3,25.464,28.73,0.275,0.214,9.6,6,0.68,0.641,23.3,22,10.9,13.3,18.9,16.7,4.4,8.3,1.135,1.6,1.096,1.173,1.036,1.055
NC Central,2014,east,14,NA,0,0,0,0,0,0,5,7.7,23.9,23.3,26.7,29.3,28.865,35.364,0.327,0.394,9.6,9.3,0.696,0.744,21.2,22.3,14.1,14.3,20.1,18.3,13,26,1.241,1.303,1.075,1.201,0.882,0.796
WI-Milwkee,2014,east,15,NA,0,0,0,0,0,0,7.1,7.3,22.8,22.7,24.2,23,25.252,28.832,0.259,0.299,7.9,9.7,0.706,0.831,21.5,23,13.2,10.3,18.3,17.7,-0.5,10,0.971,0.969,1.004,1.074,1.012,0.925
Coastal Car,2014,east,16,NA,0,0,0,0,0,0,5.7,5.3,24.7,24.7,22.3,25,21.689,23.722,0.322,0.367,10.6,13.3,0.728,0.769,24.4,31,9.9,8.3,19.9,17.7,1.5,8,0.704,0.658,0.989,1,0.968,0.888
Wichita St,2014,midwest,1,NA,1,0,0,0,0,0,6.8,9.3,24.7,26.7,25.6,21.7,27.886,21.888,0.343,0.326,10,9.7,0.781,0.766,24.9,24,13.3,12.3,16.9,13.7,15.1,20.3,1.275,1.48,1.121,1.199,0.896,0.881
Michigan,2014,midwest,2,NA,1,1,1,0,0,0,8.6,8.7,25.9,24.3,19.4,21,22.678,25.573,0.264,0.235,7.4,6.3,0.725,0.701,22.1,18,14.4,13,14.5,13.7,9.8,2.7,1.542,1.625,1.158,1.172,1.008,1.129
Duke,2014,midwest,3,NA,0,0,0,0,0,0,8.9,6,26.8,26.3,23,24,24.92,30.067,0.327,0.425,10.3,11.3,0.699,0.693,21.3,17.3,14.6,11.3,19.1,17,12.2,7,1.542,1.545,1.179,1.263,0.997,1.148
Louisville,2014,midwest,4,NA,1,1,0,0,0,0,8.1,7.7,28.9,30.3,24.6,24.3,23.076,24.116,0.366,0.364,12.7,13,0.69,0.704,23.3,25.3,15.7,16.3,19.5,15,21.1,33.3,1.523,1.96,1.167,1.192,0.867,0.728
Saint Louis,2014,midwest,5,NA,1,0,0,0,0,0,5.7,5,24.3,23.7,22.2,21,22.628,20.208,0.266,0.25,8.2,8,0.735,0.798,24,22.3,14.2,14,17.3,16.7,8.3,-2,1.126,1,1.005,0.957,0.887,0.986
U Mass,2014,midwest,6,NA,0,0,0,0,0,0,5.4,4.7,27.2,23.3,23.7,22,21.79,22.164,0.31,0.262,9.8,9,0.707,0.784,24.4,25.3,15.2,10.7,19.6,20.3,5.3,-2,1.12,0.744,1.026,0.904,0.954,0.931
Texas,2014,midwest,7,NA,1,0,0,0,0,0,5.1,5.3,25.8,24.3,26.2,16,24.394,13.763,0.387,0.418,13.2,15.3,0.724,0.636,25.4,22.7,12.6,15,19,17,4.1,-2,1.027,1.5,1.038,0.995,0.98,1.027
Kentucky,2014,midwest,8,NA,1,1,1,1,1,0,5.2,6.7,25.4,25,30.1,28,29.453,24.855,0.421,0.301,13.3,9.3,0.728,0.867,24.8,26,11.6,12.3,18.8,21.7,9.6,3.7,0.946,1.121,1.1,1.094,0.962,1.039
Kansas St,2014,midwest,9,NA,0,0,0,0,0,0,6,6,24.3,24.7,22.8,26,22.02,26.067,0.331,0.37,10.8,12.3,0.687,0.711,21.9,19.7,15.5,14.7,21.7,25,4,-8,1.256,1.158,1.023,1.062,0.965,1.178
Arizona St,2014,midwest,10,NA,0,0,0,0,0,0,8.1,9.3,25.3,22.7,23.6,22,22.754,22.691,0.221,0.218,7.2,7.3,0.726,0.659,26.2,20,14.2,13,19.3,20.7,6.2,-10,1.24,1.147,1.045,1.002,0.959,1.144
Tennessee,2014,midwest,11,1,1,1,0,0,0,0,5.6,3.7,24.4,23,22.8,15.7,24.879,16.811,0.389,0.322,12.2,9.3,0.752,0.786,23.8,25.7,12.1,11.7,17.2,15.7,9.1,11.7,1.112,0.972,1.088,0.976,0.947,0.786
NC State,2014,midwest,12,1,0,0,0,0,0,0,4.5,4,26.3,24.7,20.9,18,20.503,22.829,0.332,0.369,10.3,10.3,0.661,0.63,20.9,17,12.9,14.7,18.7,18.7,1.3,1.3,1.25,2.095,1.052,1.141,1.033,1.119
Manhattan,2014,midwest,13,NA,0,0,0,0,0,0,6.4,6.7,25.2,25.7,31.2,26.7,27.84,26.88,0.326,0.319,10.8,9.7,0.697,0.779,22.6,22.3,13.2,11,24.1,20.3,7.4,12,0.929,0.846,1.043,1.104,0.943,0.931
Mercer,2014,midwest,14,NA,1,0,0,0,0,0,8.3,9.3,26.6,25,21.3,21.7,22.319,26.337,0.302,0.313,9.1,10.3,0.711,0.667,23.1,21.3,15.6,13.3,19,17.3,9.7,10.7,1.286,1.667,1.101,1.148,0.962,0.989
Wofford,2014,midwest,15,NA,0,0,0,0,0,0,5.7,7.7,23.8,24.3,18.3,16.7,19.029,14.999,0.294,0.307,9,9,0.723,0.714,20.9,21.7,12.1,11.3,17.6,16.7,2.3,11.3,1.181,2.125,1.023,1.125,0.987,0.929
Cal Poly,2014,midwest,16,1,0,0,0,0,0,0,6.3,6,21.7,22.7,17.8,17,19.577,21.554,0.292,0.321,9,9,0.692,0.629,19.3,18.7,11.4,10.7,18.8,14.7,-2.7,12,1.268,1.778,0.995,1.113,1.039,0.903
Florida,2014,south,1,NA,1,1,1,1,0,0,6.8,8.3,24.4,24.7,23.1,22,23.709,20.13,0.345,0.19,10.2,5,0.727,0.809,22.6,24,13.4,14.3,16,17.3,13.2,16.3,1.185,1.344,1.096,1.094,0.893,0.841
Kansas,2014,south,2,NA,1,0,0,0,0,0,5.6,5.7,27.4,27.3,27.1,29,27.189,28.963,0.36,0.327,10.5,10.7,0.734,0.777,25.3,24.3,15.1,11,21.1,21.7,9.2,-3.3,1.147,0.892,1.125,1.096,0.996,1.141
Syracuse,2014,south,3,NA,1,0,0,0,0,0,5,4.7,24.1,24,21.4,20,24.095,21.191,0.38,0.344,11.8,11,0.698,0.753,20.2,22.3,11.9,9.7,15.9,16,8.7,2.7,1.336,1.16,1.093,1.029,0.954,0.987
UCLA,2014,south,4,NA,1,1,0,0,0,0,6.4,5,29.1,28.3,23.1,25.3,23.92,26.892,0.282,0.24,8.6,6,0.741,0.832,24.3,26.3,17.2,16.3,17.7,16,11.1,16,1.634,1.485,1.13,1.157,0.977,0.927
VCU,2014,south,5,NA,0,0,0,0,0,0,7.5,8.7,26.3,27,22.6,20,20.86,20.251,0.335,0.357,12.4,11.7,0.722,0.76,22.9,24.3,13.2,14.7,19.6,18.7,10.5,18.7,1.061,1.1,1.028,1.088,0.884,0.824
Ohio State,2014,south,6,NA,0,0,0,0,0,0,5.8,4,24.1,25,23,21.7,23.494,18.764,0.284,0.374,8.9,13.3,0.728,0.763,22.9,23.7,12,12.7,16.5,18.3,10,1,1.038,0.717,1.036,0.929,0.887,0.915
New Mexico,2014,south,7,NA,0,0,0,0,0,0,5.8,5.3,25.1,22.7,25.6,33.7,27.333,37.055,0.318,0.372,9.5,9.7,0.734,0.711,25.7,27,15.5,15.3,16.9,18.3,8.3,8.3,1.457,1.179,1.096,1.122,0.975,0.998
Colorado,2014,south,8,NA,0,0,0,0,0,0,5.2,4,23.5,20.3,26,14.7,27.047,14.716,0.335,0.267,10.5,7.7,0.753,0.722,25,21.7,11.5,7.7,16.6,13.3,2.9,-4.7,0.873,0.657,1.028,0.878,0.985,0.954
Pittsburgh,2014,south,9,NA,1,0,0,0,0,0,5.1,5,24.9,25.3,24.8,25,26.918,22.52,0.364,0.318,10.5,9.3,0.729,0.742,22.5,24,15.6,13.7,17.5,20,10.1,10.3,1.479,1.323,1.107,1.061,0.953,0.906
